date,spy_close,sma200,signal_pct_from_sma,spy_ret,smh_ret,vgt_ret,tecl_ret
2026-04-24,713.9400024414062,668.6544989013672,6.77263124894028,,,,
2026-04-27,715.1699829101562,669.1012487792968,6.885166365315691,0.0017228064887020444,-0.00035540769866826416,0.0015360601679110797,0.004504189371060896
2026-04-28,711.6900024414062,669.541598815918,6.295113507514337,-0.004865948728146163,-0.029727843440595536,-0.0158167324645877,-0.04945790041633358
2026-04-29,711.5800170898438,669.9754489135743,6.20986459186453,-0.00015454109399481997,0.017039545739681694,0.004480365176550594,0.02161520348239443
2026-04-30,718.6599731445312,670.4580487060547,7.189402011282212,0.009949627427204177,0.014292034990085911,0.00048485458246383395,0.007994406302731516
2026-05-01,720.6500244140625,670.9401989746094,7.4089800425468715,0.0027691138283709726,0.006117789106503846,0.016185289435994843,0.04375775602107179
2026-05-04,718.010009765625,671.3900491333007,6.943796782884418,-0.0036633796697419507,-0.00594327161697672,0.0009537289039234231,0.0032096831037651263
2026-05-05,723.77001953125,671.8709991455078,7.724551357589168,0.008022185884992261,0.03137392929694083,0.017722731438180483,0.06516494537423045
2026-05-06,733.8300170898438,672.3962991333008,9.13653421884226,0.013899439445017592,0.051789793563639774,0.02574665352362171,0.07907799614026456
2026-05-07,731.5800170898438,672.9098992919921,8.718866799192861,-0.0030661051573263043,-0.01757136570156459,-0.0005476228544242234,-0.006760225243756635
2026-05-08,737.6199951171875,673.4269491577148,9.53229537958969,0.008256073001242203,0.04895390415954437,0.02684933736444073,0.10438115066492326
2026-05-11,739.2999877929688,673.9513491821289,9.696343614437968,0.002277585595431564,0.017245066385727315,0.011383838060337048,0.039411677221406816
2026-05-12,738.1799926757812,674.4567492675782,9.448084473526718,-0.0015149399914519135,-0.02613176523466887,-0.01248679347258741,-0.04494272251925879
2026-05-13,742.3099975585938,674.983599243164,9.974523587079823,0.005594848036780231,0.01997331309159245,0.010240372798158814,0.028537152700936375
2026-05-14,748.1699829101562,675.5481491088867,10.750060361658122,0.007894256268722755,0.010271468149951168,0.015337201762622099,0.0436723351605699
2026-05-15,739.1699829101562,676.0716989135742,9.333075781456165,-0.012029351892724582,-0.03803990555455361,-0.01632090322915658,-0.05205089298698595
2026-05-18,738.6500244140625,676.6045489501953,9.170123901788067,-0.0007034356211904624,-0.018298258653933197,-0.010413911663581077,-0.03563187305563875
2026-05-19,733.72998046875,677.1645989990234,8.353269139193172,-0.006660859382243145,-0.0040280344222384246,-0.00544011972971814,-0.019457754084788226
2026-05-20,741.25,677.7149990844727,9.374884870684134,0.010249028568310337,0.03805417739488859,0.02071382045842185,0.06755579749591734
2026-05-21,742.719970703125,678.2887490844727,9.499084527882712,0.0019830970699832307,0.005702603144241314,0.005798085057526325,0.023971566109771247
2026-05-22,745.6400146484375,678.8530490112305,9.838206624317912,0.00393155436839554,0.014862299022392778,0.011005346840251784,0.030899767568722813
